id,begin,end,utterance_id,word_id,pronunciation_id
1,0.0,0.20000000298023224,1,1,1
2,0.20000000298023224,0.9300000071525574,1,24915,28458
3,0.9300000071525574,1.5018750429153442,1,1,1
4,0.0,0.28999999165534973,10,1,1
5,0.28999999165534973,1.8602499961853027,10,22474,25734
6,0.0,0.23999999463558197,100,1,1
7,0.23999999463558197,0.6600000262260437,100,2663,3262
8,0.6600000262260437,1.2642500400543213,100,1,1
9,0.0,0.18000000715255737,1000,1,1
10,0.18000000715255737,0.699999988079071,1000,9431,10967
11,0.699999988079071,1.2927500009536743,1000,1,1
12,0.0,0.33000001311302185,1001,1,1
13,0.33000001311302185,0.5699999928474426,1001,61059,69335
14,0.5699999928474426,1.4636249542236328,1001,1,1
15,0.0,0.33000001311302185,1002,1,1
16,0.33000001311302185,0.6200000047683716,1002,61059,69335
17,0.6200000047683716,1.48256254196167,1002,1,1
18,0.0,0.3700000047683716,1003,1,1
19,0.3700000047683716,0.949999988079071,1003,61059,69335
20,0.949999988079071,1.7186249494552612,1003,1,1
21,0.0,0.2800000011920929,1004,1,1
22,0.2800000011920929,0.8799999952316284,1004,44808,50997
23,0.8799999952316284,1.100000023841858,1004,54907,62211
24,1.100000023841858,1.3799999952316284,1004,1488,1841
25,1.3799999952316284,2.0899999141693115,1004,26655,30372
26,2.0899999141693115,2.490000009536743,1004,56274,63778
27,2.490000009536743,2.619999885559082,1004,54907,62211
28,2.619999885559082,3.049999952316284,1004,18075,20740
29,3.049999952316284,3.7200000286102295,1004,21464,24591
30,3.7200000286102295,4.007937431335449,1004,1,1
31,0.0,0.3400000035762787,1005,1,1
32,0.3400000035762787,0.7599999904632568,1005,32219,36760
33,0.7599999904632568,1.6336250305175781,1005,1,1
34,0.0,0.3499999940395355,1006,1,1
35,0.3499999940395355,0.7400000095367432,1006,58430,66238
36,0.7400000095367432,1.5580625534057617,1006,1,1
37,0.0,0.28999999165534973,1007,1,1
38,0.28999999165534973,0.3700000047683716,1007,26588,30301
39,0.3700000047683716,0.4000000059604645,1007,6,14
40,0.4000000059604645,0.6399999856948853,1007,53450,60487
41,0.6399999856948853,0.7699999809265137,1007,25507,29116
42,0.7699999809265137,0.9399999976158142,1007,54907,62209
43,0.9399999976158142,1.0399999618530273,1007,54248,61407
44,1.0399999618530273,1.5099999904632568,1007,11037,12744
45,1.5099999904632568,2.119999885559082,1007,55032,62353
46,2.119999885559082,2.453437566757202,1007,1,1
47,0.0,0.27000001072883606,1008,1,1
48,0.27000001072883606,0.4000000059604645,1008,54248,61407
49,0.4000000059604645,0.8799999952316284,1008,6324,7462
50,0.8799999952316284,1.3799999952316284,1008,3984,4883
51,1.3799999952316284,1.5399999618530273,1008,1,1
52,1.5399999618530273,2.240000009536743,1008,38385,43817
53,2.240000009536743,2.440000057220459,1008,54264,61434
54,2.440000057220459,2.930000066757202,1008,21788,24975
55,2.930000066757202,3.619999885559082,1008,48811,55396
56,3.619999885559082,3.958437442779541,1008,1,1
57,0.0,0.20999999344348907,1009,1,1
58,0.20999999344348907,0.5799999833106995,1009,61059,69335
59,0.5799999833106995,1.3212499618530273,1009,1,1
60,0.0,0.28999999165534973,101,1,1
61,0.28999999165534973,0.8199999928474426,101,61059,69335
62,0.8199999928474426,1.4447499513626099,101,1,1
63,0.0,0.27000001072883606,1010,1,1
64,0.27000001072883606,1.0499999523162842,1010,16237,18644
65,1.0499999523162842,1.869687557220459,1010,1,1
66,0.0,0.2800000011920929,1011,1,1
67,0.2800000011920929,0.38999998569488525,1011,59578,67609
68,0.38999998569488525,0.5899999737739563,1011,174,247
69,0.5899999737739563,1.2300000190734863,1011,5357,6419
70,1.2300000190734863,1.7400000095367432,1011,1,1
71,1.7400000095367432,1.809999942779541,1011,59796,67848
72,1.809999942779541,2.140000104904175,1011,7851,9150
73,2.140000104904175,2.2699999809265137,1011,60169,68272
74,2.2699999809265137,2.8399999141693115,1011,25507,29116
75,2.8399999141693115,3.107374906539917,1011,1,1
76,0.0,0.1599999964237213,1012,1,1
77,0.1599999964237213,0.4300000071525574,1012,44959,51170
78,0.4300000071525574,1.2738125324249268,1012,1,1
79,0.0,0.23999999463558197,1013,1,1
80,0.23999999463558197,0.5299999713897705,1013,48538,55096
81,0.5299999713897705,0.5799999833106995,1013,10,25
82,0.5799999833106995,0.6600000262260437,1013,13,30
83,0.6600000262260437,1.0,1013,21498,24628
84,1.0,1.6399999856948853,1013,53784,60874
85,1.6399999856948853,2.360687494277954,1013,1,1
86,0.0,0.23000000417232513,1014,1,1
87,0.23000000417232513,0.6700000166893005,1014,60946,69210
88,0.6700000166893005,1.4543750286102295,1014,1,1
89,0.0,0.5400000214576721,1015,54431,61667
90,0.5400000214576721,0.7099999785423279,1015,28769,32884
91,0.7099999785423279,0.800000011920929,1015,13,30
92,0.800000011920929,1.2999999523162842,1015,21704,24878
93,1.2999999523162842,1.9800000190734863,1015,38844,44300
94,1.9800000190734863,2.006124973297119,1015,1,1
95,0.0,0.28999999165534973,1016,1,1
96,0.28999999165534973,0.4699999988079071,1016,54248,61408
97,0.4699999988079071,1.149999976158142,1016,37339,42569
98,1.149999976158142,1.350000023841858,1016,59112,67039
99,1.350000023841858,1.409999966621399,1016,13,30
100,1.409999966621399,2.0,1016,34782,39643
101,2.0,2.417062520980835,1016,1,1
102,0.0,0.25,1017,1,1
103,0.25,0.6399999856948853,1017,48264,54798
104,0.6399999856948853,1.6336250305175781,1017,1,1
105,0.0,0.49000000953674316,1018,1,1
106,0.49000000953674316,0.9200000166893005,1018,61059,69335
107,0.9200000166893005,1.7280625104904175,1018,1,1
108,0.0,0.28999999165534973,1019,1,1
109,0.28999999165534973,0.49000000953674316,1019,26588,30301
110,0.49000000953674316,0.7300000190734863,1019,24764,28288
111,0.7300000190734863,0.9300000071525574,1019,56300,63804
112,0.9300000071525574,1.8505624532699585,1019,8364,9731
113,0.0,0.30000001192092896,102,1,1
114,0.30000001192092896,0.5299999713897705,102,61059,69335
115,0.5299999713897705,1.4447499513626099,102,1,1
116,0.0,0.2800000011920929,1020,1,1
117,0.2800000011920929,0.7300000190734863,1020,24089,27523
118,0.7300000190734863,1.1399999856948853,1020,23823,27231
119,1.1399999856948853,1.5099999904632568,1020,23556,26945
120,1.5099999904632568,1.9500000476837158,1020,4565,5538
121,1.9500000476837158,2.0899999141693115,1020,27164,30958
122,2.0899999141693115,2.3399999141693115,1020,25215,28785
123,2.3399999141693115,2.890000104904175,1020,58071,65813
124,2.890000104904175,3.799999952316284,1020,22123,25337
125,3.799999952316284,3.9051876068115234,1020,1,1
126,0.0,0.23000000417232513,1021,1,1
127,0.23000000417232513,0.3199999928474426,1021,28847,32981
128,0.3199999928474426,0.5,1021,28769,32884
129,0.5,0.7799999713897705,1021,58269,66048
130,0.7799999713897705,1.090000033378601,1021,24510,27999
131,1.090000033378601,1.2200000286102295,1021,54907,62211
132,1.2200000286102295,1.649999976158142,1021,29456,33653
133,1.649999976158142,2.063687562942505,1021,1,1
134,0.0,0.30000001192092896,1022,1,1
135,0.30000001192092896,0.5400000214576721,1022,26707,30446
136,0.5400000214576721,0.8700000047683716,1022,8303,9668
137,0.8700000047683716,1.190000057220459,1022,10637,12300
138,1.190000057220459,1.7699999809265137,1022,55032,62353
139,1.7699999809265137,2.2200000286102295,1022,1,1
140,2.2200000286102295,2.450000047683716,1022,24764,28289
141,2.450000047683716,2.4800000190734863,1022,25215,28786
142,2.4800000190734863,3.049999952316284,1022,2817,3439
143,3.049999952316284,3.190000057220459,1022,20978,24045
144,3.190000057220459,3.2200000286102295,1022,13,30
145,3.2200000286102295,3.619999885559082,1022,33955,38710
146,3.619999885559082,3.7300000190734863,1022,3232,3924
147,3.7300000190734863,3.799999952316284,1022,1,1
148,3.799999952316284,4.119999885559082,1022,56300,63804
149,4.119999885559082,4.46150016784668,1022,1,1
150,0.0,0.3100000023841858,1023,1,1
151,0.3100000023841858,0.6600000262260437,1023,61059,69335
152,0.6600000262260437,1.812999963760376,1023,1,1
153,0.0,0.5400000214576721,1024,1,1
154,0.5400000214576721,0.8399999737739563,1024,61008,69276
155,0.8399999737739563,1.7280625104904175,1024,1,1
156,0.0,0.33000001311302185,1025,1,1
157,0.33000001311302185,0.6700000166893005,1025,54482,61724
158,0.6700000166893005,1.2000000476837158,1025,2126,2626
159,1.2000000476837158,1.340000033378601,1025,59945,68013
160,1.340000033378601,1.4299999475479126,1025,4531,5504
161,1.4299999475479126,2.299999952316284,1025,51884,58749
162,2.299999952316284,2.380000114440918,1025,1,1
163,2.380000114440918,2.559999942779541,1025,26707,30446
164,2.559999942779541,2.630000114440918,1025,60841,69082
165,2.630000114440918,2.930000066757202,1025,54400,61619
166,2.930000066757202,3.0899999141693115,1025,54271,61450
167,3.0899999141693115,3.4200000762939453,1025,54579,61847
168,3.4200000762939453,3.9700000286102295,1025,8219,9571
169,3.9700000286102295,4.539999961853027,1025,20349,23355
170,4.539999961853027,4.87862491607666,1025,1,1
171,0.0,0.3499999940395355,1026,1,1
172,0.3499999940395355,0.9599999785423279,1026,43572,49601
173,0.9599999785423279,1.7469375133514404,1026,1,1
174,0.0,0.3199999928474426,1027,1,1
175,0.3199999928474426,0.6700000166893005,1027,46694,53065
176,0.6700000166893005,1.473062515258789,1027,1,1
177,0.0,0.2800000011920929,1028,1,1
178,0.2800000011920929,0.4699999988079071,1028,54248,61407
179,0.4699999988079071,1.2000000476837158,1028,54937,62243
180,1.2000000476837158,2.059999942779541,1028,1,1
181,2.059999942779541,2.490000009536743,1028,21266,24372
182,2.490000009536743,2.5899999141693115,1028,13,30
183,2.5899999141693115,2.75,1028,1,1
184,2.75,3.509999990463257,1028,61059,69335
185,3.509999990463257,3.759999990463257,1028,1,1
