id,begin,end,phone_goodness,phone_id,word_interval_id,utterance_id
1,0.0,0.20000000298023224,-32.635372161865234,2,1,1
2,0.20000000298023224,0.4000000059604645,-43.48285675048828,59,2,1
3,0.4000000059604645,0.5699999928474426,-41.24138259887695,25,2,1
4,0.5699999928474426,0.9300000071525574,-48.12651062011719,40,2,1
5,0.9300000071525574,1.5018750429153442,-27.644786834716797,2,3,1
6,0.0,0.28999999165534973,-35.93409729003906,2,4,10
7,0.28999999165534973,0.38999998569488525,-55.635589599609375,14,5,10
8,0.38999998569488525,0.5299999713897705,-36.69614028930664,24,5,10
9,0.5299999713897705,0.6200000047683716,-39.7125244140625,63,5,10
10,0.6200000047683716,0.6700000166893005,-52.08771514892578,31,5,10
11,0.6700000166893005,0.7300000190734863,-55.86445999145508,70,5,10
12,0.7300000190734863,0.8100000023841858,-53.377357482910156,14,5,10
13,0.8100000023841858,1.8602499961853027,-40.737403869628906,24,5,10
14,0.0,0.23999999463558197,-43.291683197021484,2,6,100
15,0.23999999463558197,0.5,-42.453697204589844,63,7,100
16,0.5,0.6600000262260437,-43.542606353759766,88,7,100
17,0.6600000262260437,1.2642500400543213,-35.26387023925781,2,8,100
18,0.0,0.18000000715255737,-33.503334045410156,2,9,1000
19,0.18000000715255737,0.3100000023841858,-53.11189651489258,46,10,1000
20,0.3100000023841858,0.4099999964237213,-48.09773635864258,83,10,1000
21,0.4099999964237213,0.699999988079071,-50.6629753112793,40,10,1000
22,0.699999988079071,1.2927500009536743,-35.59981155395508,2,11,1000
23,0.0,0.33000001311302185,-36.444793701171875,2,12,1001
24,0.33000001311302185,0.5699999928474426,-51.46445846557617,3,13,1001
25,0.5699999928474426,1.4636249542236328,-31.84903335571289,2,14,1001
26,0.0,0.33000001311302185,-33.850929260253906,2,15,1002
27,0.33000001311302185,0.6200000047683716,-47.04753875732422,3,16,1002
28,0.6200000047683716,1.48256254196167,-36.43333053588867,2,17,1002
29,0.0,0.3700000047683716,-37.95410919189453,2,18,1003
30,0.3700000047683716,0.949999988079071,-56.381141662597656,3,19,1003
31,0.949999988079071,1.7186249494552612,-36.38036346435547,2,20,1003
32,0.0,0.2800000011920929,-43.86756134033203,2,21,1004
33,0.2800000011920929,0.3799999952316284,-48.070045471191406,88,22,1004
34,0.3799999952316284,0.44999998807907104,-40.62575149536133,83,22,1004
35,0.44999998807907104,0.5099999904632568,-47.40899658203125,32,22,1004
36,0.5099999904632568,0.6299999952316284,-33.69820022583008,73,22,1004
37,0.6299999952316284,0.7099999785423279,-42.699806213378906,32,22,1004
38,0.7099999785423279,0.75,-57.611083984375,8,22,1004
39,0.75,0.8799999952316284,-48.03024673461914,72,22,1004
40,0.8799999952316284,0.9800000190734863,-67.8052749633789,45,23,1004
41,0.9800000190734863,1.100000023841858,-48.79961013793945,70,23,1004
42,1.100000023841858,1.1399999856948853,-52.524803161621094,70,24,1004
43,1.1399999856948853,1.2100000381469727,-51.332061767578125,31,24,1004
44,1.2100000381469727,1.3799999952316284,-52.79561996459961,6,24,1004
45,1.3799999952316284,1.5499999523162842,-60.849578857421875,5,25,1004
46,1.5499999523162842,1.659999966621399,-62.676876068115234,13,25,1004
47,1.659999966621399,1.7699999809265137,-43.92947006225586,73,25,1004
48,1.7699999809265137,1.809999942779541,-56.91450881958008,35,25,1004
49,1.809999942779541,1.8799999952316284,-58.82522964477539,48,25,1004
50,1.8799999952316284,1.909999966621399,-63.844818115234375,83,25,1004
51,1.909999966621399,1.9900000095367432,-61.99248123168945,27,25,1004
52,1.9900000095367432,2.059999942779541,-48.26137161254883,70,25,1004
53,2.059999942779541,2.0899999141693115,-55.74200439453125,84,25,1004
54,2.0899999141693115,2.190000057220459,-64.86998748779297,49,26,1004
55,2.190000057220459,2.3399999141693115,-56.401851654052734,83,26,1004
56,2.3399999141693115,2.390000104904175,-53.935874938964844,35,26,1004
57,2.390000104904175,2.490000009536743,-55.540626525878906,57,26,1004
58,2.490000009536743,2.549999952316284,-66.78575897216797,45,27,1004
59,2.549999952316284,2.619999885559082,-47.85245895385742,70,27,1004
60,2.619999885559082,2.75,-43.930686950683594,73,28,1004
61,2.75,2.8299999237060547,-54.67108154296875,35,28,1004
62,2.8299999237060547,2.940000057220459,-63.3636360168457,45,28,1004
63,2.940000057220459,3.049999952316284,-45.476314544677734,72,28,1004
64,3.049999952316284,3.2200000286102295,-49.56758117675781,20,29,1004
65,3.2200000286102295,3.2699999809265137,-50.256752014160156,88,29,1004
66,3.2699999809265137,3.390000104904175,-39.060943603515625,25,29,1004
67,3.390000104904175,3.450000047683716,-45.83034133911133,100,29,1004
68,3.450000047683716,3.7200000286102295,-53.583984375,24,29,1004
69,3.7200000286102295,4.007937431335449,-30.375593185424805,2,30,1004
70,0.0,0.3400000035762787,-29.631635665893555,2,31,1005
71,0.3400000035762787,0.4099999964237213,-59.940853118896484,31,32,1005
72,0.4099999964237213,0.550000011920929,-41.55125045776367,62,32,1005
73,0.550000011920929,0.6100000143051147,-53.25654220581055,53,32,1005
74,0.6100000143051147,0.7599999904632568,-45.924415588378906,57,32,1005
75,0.7599999904632568,1.6336250305175781,-35.28324890136719,2,33,1005
76,0.0,0.3499999940395355,-38.92864990234375,2,34,1006
77,0.3499999940395355,0.4000000059604645,-55.896751403808594,53,35,1006
78,0.4000000059604645,0.7099999785423279,-38.14741134643555,5,35,1006
79,0.7099999785423279,0.7400000095367432,-63.598297119140625,84,35,1006
80,0.7400000095367432,1.5580625534057617,-38.02098083496094,2,36,1006
81,0.0,0.28999999165534973,-36.053340911865234,2,37,1007
82,0.28999999165534973,0.3700000047683716,-68.95193481445312,5,38,1007
83,0.3700000047683716,0.4000000059604645,-76.62470245361328,85,39,1007
84,0.4000000059604645,0.5699999928474426,-73.02722930908203,47,40,1007
85,0.5699999928474426,0.6100000143051147,-55.33792495727539,18,40,1007
86,0.6100000143051147,0.6399999856948853,-56.40214538574219,27,40,1007
87,0.6399999856948853,0.6700000166893005,-61.45033645629883,59,41,1007
88,0.6700000166893005,0.7300000190734863,-59.10443115234375,83,41,1007
89,0.7300000190734863,0.7699999809265137,-60.006954193115234,32,41,1007
90,0.7699999809265137,0.8899999856948853,-74.04446411132812,47,42,1007
91,0.8899999856948853,0.9399999976158142,-60.571319580078125,97,42,1007
92,0.9399999976158142,1.0,-60.42822265625,16,43,1007
93,1.0,1.0399999618530273,-65.92382049560547,70,43,1007
94,1.0399999618530273,1.1699999570846558,-70.72068786621094,29,44,1007
95,1.1699999570846558,1.2200000286102295,-52.20684051513672,63,44,1007
96,1.2200000286102295,1.2699999809265137,-49.89372253417969,35,44,1007
97,1.2699999809265137,1.3700000047683716,-54.565269470214844,44,44,1007
98,1.3700000047683716,1.4600000381469727,-51.270179748535156,72,44,1007
99,1.4600000381469727,1.5099999904632568,-63.99690628051758,45,44,1007
100,1.5099999904632568,1.600000023841858,-64.35186004638672,47,45,1007
101,1.600000023841858,1.6299999952316284,-69.27027130126953,70,45,1007
102,1.6299999952316284,1.659999966621399,-64.28636932373047,32,45,1007
103,1.659999966621399,1.75,-46.82207107543945,63,45,1007
104,1.75,1.899999976158142,-41.55636215209961,88,45,1007
105,1.899999976158142,2.119999885559082,-50.0026741027832,38,45,1007
106,2.119999885559082,2.453437566757202,-38.962989807128906,2,46,1007
107,0.0,0.27000001072883606,-38.14553451538086,2,47,1008
108,0.27000001072883606,0.3400000035762787,-56.94614028930664,16,48,1008
109,0.3400000035762787,0.4000000059604645,-48.819793701171875,70,48,1008
110,0.4000000059604645,0.4699999988079071,-67.3515625,8,49,1008
111,0.4699999988079071,0.550000011920929,-58.315643310546875,65,49,1008
112,0.550000011920929,0.6499999761581421,-55.983619689941406,44,49,1008
113,0.6499999761581421,0.699999988079071,-56.29072952270508,45,49,1008
114,0.699999988079071,0.800000011920929,-45.98907470703125,70,49,1008
115,0.800000011920929,0.8799999952316284,-49.56036376953125,35,49,1008
116,0.8799999952316284,0.9300000071525574,-71.79301452636719,8,50,1008
117,0.9300000071525574,1.0099999904632568,-51.47972106933594,58,50,1008
118,1.0099999904632568,1.1100000143051147,-49.276493072509766,31,50,1008
119,1.1100000143051147,1.3799999952316284,-39.1202392578125,18,50,1008
120,1.3799999952316284,1.5399999618530273,-50.67057800292969,2,51,1008
121,1.5399999618530273,1.7100000381469727,-61.43004608154297,38,52,1008
122,1.7100000381469727,1.7799999713897705,-49.13987350463867,53,52,1008
123,1.7799999713897705,1.8600000143051147,-56.15748596191406,72,52,1008
124,1.8600000143051147,2.0,-54.38286590576172,11,52,1008
125,2.0,2.130000114440918,-43.16066360473633,18,52,1008
126,2.130000114440918,2.240000009536743,-48.767433166503906,32,52,1008
127,2.240000009536743,2.2899999618530273,-60.234100341796875,16,53,1008
128,2.2899999618530273,2.390000104904175,-46.65876770019531,73,53,1008
129,2.390000104904175,2.440000057220459,-53.80808639526367,88,53,1008
130,2.440000057220459,2.5999999046325684,-50.922584533691406,20,54,1008
131,2.5999999046325684,2.690000057220459,-44.963592529296875,62,54,1008
132,2.690000057220459,2.7200000286102295,-51.9713020324707,35,54,1008
133,2.7200000286102295,2.759999990463257,-55.589988708496094,15,54,1008
134,2.759999990463257,2.819999933242798,-49.825714111328125,83,54,1008
